2 2.9343029071000000e+01	1.0442464957827853e+00 -4.7724727631532338e-01 1.5962552587633017e-02
3 5.7853587141999995e+01	7.1066211264885848e-01 -4.7970976698959500e-01 9.7957287074483274e-03
4 8.6135957824999991e+01	3.7965850588428107e-01 -3.8776667723481528e-01 6.2706164278965738e-04
5 1.1445466030300000e+02	2.3662726306941489e-01 -3.2533303796009655e-01 -2.7254872104923648e-03
6 1.4276776311399999e+02	2.3094543599160897e-01 -3.0114066530501105e-01 6.6717940853302843e-04
7 1.7092609790399999e+02	2.9571203600548174e-01 -3.1286775069497985e-01 7.0566365898782086e-03
8 1.9941377199099998e+02	3.7195509845200814e-01 -3.6006098839949291e-01 1.2903518827418631e-02
9 2.2758908117799999e+02	4.2382833643372314e-01 -4.2201588937810430e-01 1.5969533297586446e-02
10 2.5620729159100000e+02	4.4892922881278530e-01 -4.7431024514339315e-01 1.6225304044195882e-02
11 2.8442691630600001e+02	4.5555986303460139e-01 -5.0023630560748156e-01 1.4591385151602991e-02
12 3.1278244405300001e+02	4.5302036383112620e-01 -4.9091669993113735e-01 1.2305570072284435e-02
13 3.4115076841600001e+02	4.4889513954924598e-01 -4.4793867006738192e-01 1.0046518484663780e-02
14 3.6949811593499999e+02	4.4671348283220697e-01 -3.8053872465829025e-01 8.3439086489043180e-03
15 3.9841509768399999e+02	4.4611562435452379e-01 -3.0468816818938316e-01 7.4702067087200116e-03
16 4.2723936899600000e+02	4.4640809388879110e-01 -2.3769150211406923e-01 7.4733052901704566e-03
17 4.5576434742100002e+02	4.4729519207077545e-01 -1.9234365990922708e-01 7.9214095105826568e-03
18 4.8436397321100003e+02	4.4850820287362403e-01 -1.7382330118467951e-01 8.4341219369785583e-03
19 5.1278542222099998e+02	4.4953796943275071e-01 -1.7915697724842325e-01 8.7477935341371549e-03
20 5.4127610523999999e+02	4.5013448324325162e-01 -1.9757503344070443e-01 8.8460261748766408e-03
21 5.6990269613999999e+02	4.5060201746997830e-01 -2.1519974563294472e-01 8.8624794301624590e-03
22 5.9843428898299999e+02	4.5092049489715574e-01 -2.2447386335988770e-01 8.7474288540159394e-03
23 6.2694854663699994e+02	4.5104720783395252e-01 -2.2212631602890132e-01 8.3285705543960399e-03
24 6.5575899802599997e+02	4.5105651632444088e-01 -2.0817790440217571e-01 7.6558071216682108e-03
25 6.8436927952600001e+02	4.5111032911609356e-01 -1.8548729728541211e-01 7.1334907555865067e-03
26 7.1275878971999998e+02	4.5129958774202783e-01 -1.5821640808603957e-01 7.0065282074371314e-03
27 7.4125225481300004e+02	4.5117844087104569e-01 -1.3074874343692669e-01 7.2837293282456963e-03
28 7.6958001873600006e+02	4.5055705858085049e-01 -1.0629422662435746e-01 7.7618211817905604e-03
29 7.9798427874100003e+02	4.4932573326910163e-01 -8.5900998074143045e-02 8.3627027822377274e-03
30 8.2668487447400003e+02	4.4784659070337146e-01 -6.8580194234699160e-02 9.3675667597671076e-03
31 8.5532999434800001e+02	4.4684348737473212e-01 -5.3291553008204630e-02 1.0729220249141047e-02
32 8.8365046209499997e+02	4.4627019832684678e-01 -4.0354501422125308e-02 1.2379046707482057e-02
33 9.1196924547699996e+02	4.4593117424231260e-01 -3.0239111041823051e-02 1.4016886824857329e-02
34 9.4069520443299996e+02	4.4556782055145461e-01 -2.2919045570835864e-02 1.5400484382935545e-02
35 9.6892845574399996e+02	4.4555221243687776e-01 -1.7798570280732839e-02 1.6382827192916151e-02
36 9.9768040212099993e+02	4.4590920886593655e-01 -1.4464754181677785e-02 1.6770484669188870e-02
37 1.0260770660869998e+03	4.4611323785701223e-01 -1.3117835054081950e-02 1.6747527942866904e-02
38 1.0546868767889998e+03	4.4614823607979953e-01 -1.3878623183890354e-02 1.6393843523983067e-02
39 1.0832258604129997e+03	4.4576235101348238e-01 -1.5664491181295676e-02 1.6002509395507292e-02
40 1.1114944126659998e+03	4.4492292021090324e-01 -1.6254394311800008e-02 1.5689807328854721e-02
41 1.1400344107359997e+03	4.4376335356284158e-01 -1.2619434139704316e-02 1.5150972495158045e-02
42 1.1682598270519998e+03	4.4255826232000145e-01 -2.8542257910802106e-03 1.4149794957851786e-02
43 1.1967685658659998e+03	4.4184023440778397e-01 1.1820194719980984e-02 1.2844162404499199e-02
44 1.2250415706859999e+03	4.4178723181838137e-01 2.7411707929078506e-02 1.1684016390570774e-02
45 1.2536458459690000e+03	4.4225179480075333e-01 4.0121266172865488e-02 1.0847112662791741e-02
46 1.2820249483790001e+03	4.4271337817468998e-01 4.8041563559206177e-02 9.9859220102955174e-03
47 1.3103144609290000e+03	4.4296695712220674e-01 4.9818930396700330e-02 9.0879702047234161e-03
48 1.3386170582740001e+03	4.4294065107587266e-01 4.5229566141728045e-02 8.3429718079836620e-03
49 1.3671816705960000e+03	4.4237580479510258e-01 3.5714767390765984e-02 7.6953556872697238e-03
50 1.3956054766750001e+03	4.4078112719856943e-01 2.4425894061586267e-02 7.3150275645117889e-03
51 1.4240833294070001e+03	4.3776092520219989e-01 1.4700381324164754e-02 7.1397551490266680e-03
52 1.4523378733800000e+03	4.3324012188761174e-01 9.2318979105005094e-03 7.5664288222406367e-03
53 1.4809261834970000e+03	4.2764577785338753e-01 8.4337717835572378e-03 8.8471136470239208e-03
54 1.5095536594850000e+03	4.2174915130392354e-01 1.1548386790315479e-02 1.0466259331471632e-02
55 1.5382638904350001e+03	4.1616301210212209e-01 1.7054692201759897e-02 1.2046939912914315e-02
56 1.5668134261040002e+03	4.1064058566576500e-01 2.2647079582501627e-02 1.3262643484694808e-02
57 1.5954464116860001e+03	4.0518565278022473e-01 2.6011917000733797e-02 1.3836984046874921e-02
58 1.6240201734490001e+03	4.0049696428912446e-01 2.5933655645889103e-02 1.3679121263043654e-02
59 1.6528252917960001e+03	3.9725796651748996e-01 2.2332556804714791e-02 1.3184626347958417e-02
60 1.6815218956960000e+03	3.9537166701737059e-01 1.5392825471598518e-02 1.2889354255452172e-02
61 1.7102926878170001e+03	3.9461471208110938e-01 5.3822209322903561e-03 1.3402683045567335e-02
62 1.7389400254980001e+03	3.9450659972012359e-01 -6.8581562486082388e-03 1.4874532107614044e-02
