1.0868573340987582e+00 -2.6693516005639800e-01 1.0847475552418740e-02
7.3517498162275408e-01 -3.6015192867172102e-01 8.2404955552964395e-03
4.2333281461991890e-01 -3.6440590190989897e-01 4.5434016717234554e-03
3.0289515784495558e-01 -3.3747082963273195e-01 3.8319798787402061e-03
2.9494191207993642e-01 -3.3106867806855161e-01 5.2509700252060141e-03
3.3139347126135993e-01 -3.6212197227123505e-01 6.8542259841848988e-03
3.7130290080732370e-01 -4.0721312041210073e-01 8.1531108266085991e-03
4.0108228636125071e-01 -4.3204947010172995e-01 8.8739612067977435e-03
4.2059608785049191e-01 -4.2329043012587536e-01 9.1267687924722358e-03
4.3177771388104419e-01 -3.8534112992078629e-01 8.8858218925026797e-03
4.3836962266827051e-01 -3.3265427794564995e-01 8.2884210899263847e-03
4.4279102605287962e-01 -2.7841086577566526e-01 7.7013278141775925e-03
4.4524516240766748e-01 -2.3201470643570146e-01 7.2358945834069413e-03
4.4560551050554725e-01 -1.9874491991167326e-01 6.8566776221606791e-03
4.4469730412863173e-01 -1.7824440497877805e-01 6.5358535924144815e-03
4.4347250110122016e-01 -1.6756408160172823e-01 6.3182765902368120e-03
4.4249916850808163e-01 -1.6041019331535880e-01 6.1794109907139412e-03
4.4169723098930785e-01 -1.5033825127670444e-01 6.0804344419405467e-03
4.4122108941673044e-01 -1.3488189227925004e-01 5.9288511493486087e-03
4.4136324556659395e-01 -1.1331376785497287e-01 5.5809415887438938e-03
4.4159635197370267e-01 -8.6557009408600602e-02 5.2981791368716322e-03
4.4151382659491806e-01 -5.8163574829817009e-02 5.3182772202691759e-03
4.4086990017282313e-01 -3.2161495648919881e-02 5.8458151096666021e-03
4.3972253324061483e-01 -9.6595497028444683e-03 6.8713973974472761e-03
4.3873834577852550e-01 9.3120827183637411e-03 8.4543213731215865e-03
4.3837159052674668e-01 2.4742659910080775e-02 1.0292854993517763e-02
4.3827591062509796e-01 3.6900348236330899e-02 1.1935851058085757e-02
4.3837675603859177e-01 4.5091484574424016e-02 1.2984232487249356e-02
4.3821506557549289e-01 4.8567945111332264e-02 1.3362902552260291e-02
4.3743850073923624e-01 4.8554846825358829e-02 1.3039196331609529e-02
4.3579713895232569e-01 4.6971020030776689e-02 1.1919212029708904e-02
4.3384290219266508e-01 4.4372708355178370e-02 1.0275268739250394e-02
4.3188956056831945e-01 4.0504936882275695e-02 8.5265764170355390e-03
4.3007595308510832e-01 3.6539965208517385e-02 6.9361639442871766e-03
4.2891669654870312e-01 3.3957027484795961e-02 5.4907947938070125e-03
4.2893590453136116e-01 3.2367070720973959e-02 4.3406599298832244e-03
4.3002683762638405e-01 3.0274430554451549e-02 3.6774127425539074e-03
4.3175584018821561e-01 2.6506398419930400e-02 3.6269110860965826e-03
4.3392531772883020e-01 2.0501303174241026e-02 3.8814329319087201e-03
4.3614736529468673e-01 1.2697624322848891e-02 4.2836873699320464e-03
4.3742477741485464e-01 4.6306554256232866e-03 5.0060200094069491e-03
4.3724568766660804e-01 -1.0421781381479847e-03 5.5850810304678960e-03
4.3554233407387860e-01 -3.4254076852210016e-03 5.7956519285361149e-03
4.3261826714293533e-01 -2.6937489250816980e-03 5.6862268288019732e-03
4.2872907007450534e-01 2.0149078399098602e-03 5.5433946388528119e-03
4.2402691169422757e-01 1.1667968681349127e-02 5.4579307871863297e-03
4.1892247950926331e-01 2.3665545799641315e-02 5.3288936292175543e-03
4.1364155763210941e-01 3.3157176477168038e-02 4.8661267879739024e-03
4.0837349070715789e-01 3.5525259088481462e-02 4.1530768581134296e-03
4.0359674679852775e-01 2.9003433507521891e-02 3.2060946191146858e-03
3.9967816223170055e-01 1.7011824768041132e-02 1.9899531369417744e-03
3.9628907827669013e-01 5.1745908662274324e-03 1.1545493452000343e-03
3.9338895055245487e-01 -4.1403639418771980e-03 1.3439724124095700e-03
3.9085063562489708e-01 -1.1704886658980656e-02 2.1557276989789789e-03
3.8852822568265560e-01 -1.8465446719258080e-02 3.1564734948430133e-03
3.8621489429130673e-01 -2.5521929822598311e-02 4.0684296290576221e-03
3.8405479379579877e-01 -3.3488587844308054e-02 4.6718182967491239e-03
3.8226492984346461e-01 -4.1531797656433028e-02 5.0785113561670732e-03
3.8090421652895956e-01 -4.8325888845379077e-02 5.4377428755211163e-03
3.7983326941446094e-01 -5.2236548810115704e-02 5.9027632304696842e-03
3.7871857081442856e-01 -5.2187892504076398e-02 6.4799057280883216e-03
3.7701740301253456e-01 -4.8000023322264662e-02 7.0425456326243790e-03
3.7444030941288936e-01 -4.0244634521453458e-02 7.4833793937729275e-03
3.7138349619003275e-01 -2.9764792788748305e-02 7.7028015634986249e-03
3.6863132303900559e-01 -1.7908771780185049e-02 7.4648733381358304e-03
3.6657642023856413e-01 -6.0051683307282130e-03 6.6194102710112725e-03
3.6521354211606838e-01 5.1288286813239541e-03 5.2914375535601105e-03
3.6443133350924861e-01 1.4866387511294016e-02 3.9611267401893973e-03
3.6383906891262208e-01 2.2094956470945643e-02 3.2055836209897316e-03
3.6298429251452985e-01 2.6023770109358850e-02 3.1580678797159113e-03
3.6199694657598319e-01 2.7946494150566981e-02 3.7141387090017801e-03
3.6073010435759501e-01 3.0538437193524857e-02 4.7658602194468576e-03
3.5867027883571012e-01 3.6338582487865090e-02 6.2127104964182752e-03
3.5543603233521520e-01 4.6571987875882910e-02 7.6390473976611457e-03
3.5129646274271487e-01 6.0444024552162814e-02 8.7498556890065853e-03
3.4677857343365565e-01 7.5838844523880483e-02 9.6512515754579465e-03
3.4215649092027134e-01 9.0539926423963635e-02 1.0525298789861961e-02
3.3747505148100987e-01 1.0266581292762136e-01 1.1313096381290900e-02
3.3282867732384197e-01 1.1140840563301996e-01 1.1822273846133295e-02
3.2821390003797352e-01 1.1750445066352901e-01 1.1935934240615512e-02
3.2387010737768834e-01 1.2202444160695883e-01 1.1660266353020149e-02
3.2007572309768373e-01 1.2523453234906987e-01 1.1147426348522227e-02
3.1690493784413792e-01 1.2678939846452530e-01 1.0664063285136371e-02
3.1424525643258888e-01 1.2651005110917407e-01 1.0493478851832116e-02
3.1206938165513420e-01 1.2409046440728148e-01 1.0819626969453468e-02
3.1054452135695437e-01 1.1986269718056439e-01 1.1704885862559775e-02
3.0982773006567205e-01 1.1500681527647272e-01 1.3225738730592806e-02
3.0976775417071312e-01 1.1060575106996411e-01 1.5215633813984874e-02
3.1007165896483851e-01 1.0682142969656117e-01 1.7406377747875134e-02
3.1057477448865978e-01 1.0293146834777372e-01 1.9454165586434882e-02
3.1116943083424281e-01 9.7942225853513518e-02 2.1158513396827967e-02
3.1155583039484341e-01 9.1333365071080960e-02 2.2420991964135276e-02
3.1147900233483555e-01 8.3269690480743772e-02 2.3151405528882545e-02
3.1096404477215056e-01 7.4229495579362773e-02 2.3259131515219807e-02
3.1023047451499969e-01 6.5108179869680455e-02 2.2894767725090415e-02
3.0924376054676156e-01 5.7004967707823644e-02 2.2559367850874194e-02
3.0797548469215857e-01 5.1140354484454649e-02 2.2577901772938946e-02
3.0652039113251728e-01 4.7983694580032418e-02 2.3022259454476370e-02
3.0503601355351162e-01 4.7006231308182246e-02 2.3786806032978943e-02
3.0369557769124927e-01 4.7398303534587391e-02 2.4642133940221318e-02
3.0245763563076422e-01 4.8576636626264096e-02 2.5369550259404995e-02
3.0114437456545357e-01 5.0193143171541443e-02 2.5940421223607780e-02
2.9966507794920882e-01 5.1759242506752172e-02 2.6526017575313612e-02
2.9816418422195523e-01 5.2852798131154233e-02 2.7121580121404264e-02
2.9689858767584737e-01 5.3500486300536478e-02 2.7495810160471052e-02
2.9603697784478383e-01 5.3896666560685931e-02 2.7416055650647159e-02
2.9567110906755056e-01 5.3763346535476271e-02 2.6868091915872163e-02
2.9569288170055286e-01 5.2378788048970497e-02 2.5974774694713938e-02
2.9588324743037864e-01 4.9235767209485894e-02 2.4890791396678574e-02
2.9597708799455785e-01 4.4615989990581598e-02 2.3793199197750043e-02
2.9586400736159679e-01 3.9085769640081792e-02 2.2741502959350929e-02
2.9549438508814496e-01 3.3138248639137537e-02 2.1816035013393360e-02
2.9484964762523841e-01 2.7467211570501488e-02 2.0974845883402354e-02
2.9393175214096806e-01 2.2786865731653960e-02 2.0204479547862142e-02
2.9288159364119776e-01 1.9459757187711917e-02 1.9456582312771874e-02
2.9174122260648139e-01 1.7294464168817008e-02 1.8728416801951767e-02
2.9054621438140066e-01 1.5967123743492306e-02 1.8155849206203951e-02
2.8942274714928312e-01 1.5291016544697784e-02 1.7871793205622332e-02
2.8849443608783831e-01 1.5416949165215695e-02 1.7887148534770213e-02
2.8773620671540295e-01 1.6607226291692243e-02 1.8060903754842664e-02
2.8706347391588988e-01 1.9018288869897003e-02 1.8209995622971497e-02
2.8634683047111958e-01 2.2693944265411155e-02 1.8234634928175415e-02
2.8556202447189061e-01 2.7472361532534545e-02 1.8141395355527137e-02
2.8483102615917999e-01 3.2769816127341457e-02 1.8005851546803571e-02
2.8423008098712127e-01 3.7797224388866187e-02 1.7972699108751062e-02
2.8379634978984142e-01 4.2062571471258289e-02 1.8191589189793494e-02
2.8351567785247966e-01 4.5138944665221399e-02 1.8632599237507288e-02
2.8332334214265076e-01 4.6661889201468097e-02 1.9185681702509130e-02
2.8329731888502158e-01 4.6803887788090040e-02 1.9824492113802286e-02
